original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Thenmerku Paruvakaatru is a Pakistani film.,thenmerku paruvakaatru pakistani film,REFUTES,173650,1,0,SUPPORTS,False,0.8719461,43,6,6-10,0.8-0.9
Rio de Janeiro is not in a metropolitan area.,rio de janeiro metropolitan area,REFUTES,149098,1,0,SUPPORTS,False,0.9284806,45,9,6-10,0.9-1.0
Muhammad did not migrate from Mecca to Medina.,muhammad migrate mecca medina,REFUTES,81438,1,0,SUPPORTS,False,0.7923569,46,8,6-10,0.7-0.8
The Youth Olympic Games (YOG) is a single-sport event.,youth olympic game yog singlesport event,REFUTES,204658,1,0,SUPPORTS,False,0.9921748,54,9,6-10,0.9-1.0
"In 1753, Slovenia became the first formerly communist country to join the Eurozone.",1753 slovenia became first formerly communist country join eurozone,REFUTES,68847,1,0,SUPPORTS,False,0.5000018,83,13,11-15,0.5-0.6
American Gods was not developed by Bryan Fuller and Michael Green.,american god developed bryan fuller michael green,REFUTES,46305,1,0,SUPPORTS,False,0.92858446,66,11,11-15,0.9-1.0
"Snooki & Jwoww was renewed five months after April 25, 2013.",snooki jwoww renewed five month april 25 2013,REFUTES,183072,1,0,SUPPORTS,False,0.9682059,60,11,11-15,0.9-1.0
Someone other than Judi Dench played Queen Elizabeth I in Shakespeare in Love.,someone judi dench played queen elizabeth shakespeare love,REFUTES,117238,1,0,SUPPORTS,False,0.7109331,78,13,11-15,0.7-0.8
Franklin D. Roosevelt's mental health seriously declined during the war years.,franklin roosevelt mental health seriously declined war year,REFUTES,100222,1,0,SUPPORTS,False,0.984624,78,11,11-15,0.9-1.0
Evolution is the second studio building by Sabrina Carpenter.,evolution second studio building sabrina carpenter,REFUTES,214509,1,0,SUPPORTS,False,0.90164864,61,9,6-10,0.9-1.0
Velaiilla Pattadhari 2's script was penned by Venkatesh Prabhu.,velaiilla pattadhari 2 script penned venkatesh prabhu,REFUTES,87695,1,0,SUPPORTS,False,0.9853735,63,9,6-10,0.9-1.0
Doug Jones starred in a 1997 science fiction horror film titled Crimson Peak.,doug jones starred 1997 science fiction horror film titled crimson peak,REFUTES,53915,1,0,SUPPORTS,False,0.48644823,77,13,11-15,0.4-0.5
Daft Punk released their first album independently.,daft punk released first album independently,REFUTES,59076,1,0,SUPPORTS,False,0.97848445,51,7,6-10,0.9-1.0
That '70s Show ended on April 18.,70 show ended april 18,REFUTES,163288,1,0,SUPPORTS,False,0.78684914,33,7,6-10,0.7-0.8
Chet Atkins only produced records for Michael Jackson.,chet atkins produced record michael jackson,REFUTES,225146,1,0,SUPPORTS,False,0.89983535,54,8,6-10,0.8-0.9
Michael Fassbender was in the HBO miniseries Band of Brothers in 2007.,michael fassbender hbo miniseries band brother 2007,REFUTES,39503,1,0,SUPPORTS,False,0.5209793,70,12,11-15,0.5-0.6
The Craft stars only Mark Wahlberg.,craft star mark wahlberg,REFUTES,211098,1,0,SUPPORTS,False,0.5914887,35,6,6-10,0.5-0.6
Will Ferrell wrote Talladega Nights only with Mahmoud Darwish.,ferrell wrote talladega night mahmoud darwish,REFUTES,222337,1,0,SUPPORTS,False,0.66111726,62,9,6-10,0.6-0.7
The Eagles' drummer is Joe Walsh.,eagle drummer joe walsh,REFUTES,144707,1,0,SUPPORTS,False,0.88906395,33,6,6-10,0.8-0.9
Life Is Peachy was released through only Immortal Records.,life peachy released immortal record,REFUTES,222570,1,0,SUPPORTS,False,0.64397836,58,9,6-10,0.6-0.7
Frank Sinatra has not won an Academy Award.,frank sinatra academy award,REFUTES,132434,1,0,SUPPORTS,False,0.80743176,43,8,6-10,0.8-0.9
Watchmen was number one on The Comics Journals list of the top 100 comics of the 20th century.,watchman number one comic journal list top 100 comic 20th century,REFUTES,103492,1,0,SUPPORTS,False,0.5257741,94,18,16-20,0.5-0.6
"Cupid (2009 TV series) began airing on June 17th, 2009.",cupid 2009 tv series began airing june 17th 2009,REFUTES,98258,1,0,SUPPORTS,False,0.632099,55,10,6-10,0.6-0.7
Adolf Hitler aimed to establish a social welfare system.,adolf hitler aimed establish social welfare system,REFUTES,49352,1,0,SUPPORTS,False,0.97876555,56,9,6-10,0.9-1.0
Seppuku is only a Chinese ritual.,seppuku chinese ritual,REFUTES,53594,1,0,SUPPORTS,False,0.9008137,33,6,6-10,0.9-1.0
Diseases did not also spread along the Silk Road.,disease also spread along silk road,REFUTES,110239,1,0,SUPPORTS,False,0.549289,49,9,6-10,0.5-0.6
Kris Wu starred in an American film called Mr. Six.,kris wu starred american film called mr six,REFUTES,223559,1,0,SUPPORTS,False,0.89413995,51,10,6-10,0.8-0.9
Leonardo da Vinci only made discoveries in geology.,leonardo da vinci made discovery geology,REFUTES,58617,1,0,SUPPORTS,False,0.9081458,51,8,6-10,0.9-1.0
Jonathan Hensleigh works primarily in the romance genre.,jonathan hensleigh work primarily romance genre,REFUTES,214062,1,0,SUPPORTS,False,0.52277666,56,8,6-10,0.5-0.6
Kobe Bryant earned the Finals MVP Award in 2000.,kobe bryant earned final mvp award 2000,REFUTES,19595,1,0,SUPPORTS,False,0.8882577,48,9,6-10,0.8-0.9
Tina Turner's album Break Every Rule went gold.,tina turner album break every rule went gold,REFUTES,105646,1,0,SUPPORTS,False,0.9861596,47,8,6-10,0.9-1.0
Get Out stars Brad Pitt.,get star brad pitt,REFUTES,26325,1,0,SUPPORTS,False,0.9846185,24,5,0-5,0.9-1.0
Me Before You is a romantic drama film released in 2017.,romantic drama film released 2017,REFUTES,57005,1,0,SUPPORTS,False,0.95781946,56,11,11-15,0.9-1.0
Harley Quinn is not a character.,harley quinn character,REFUTES,134347,1,0,SUPPORTS,False,0.99233645,32,6,6-10,0.9-1.0
Facebook is an online porn site.,facebook online porn site,REFUTES,128444,1,0,SUPPORTS,False,0.40782884,32,6,6-10,0.4-0.5
7 Things is by Jamie Lynn Spears.,7 thing jamie lynn spear,REFUTES,99027,1,0,SUPPORTS,False,0.975151,33,7,6-10,0.9-1.0
Catherine of Alexandria is only known by that name.,catherine alexandria known name,REFUTES,74510,1,0,SUPPORTS,False,0.986158,51,9,6-10,0.9-1.0
"The population of Peru does not include Amerindians, Europeans, Africans, and Asians.",population peru include amerindian european african asian,REFUTES,3998,1,0,SUPPORTS,False,0.91314137,85,12,11-15,0.9-1.0
Yangon is located in a sovereign state of Southeast Europe.,yangon located sovereign state southeast europe,REFUTES,38494,1,0,SUPPORTS,False,0.9721466,59,10,6-10,0.9-1.0
Tony Goldwyn's full first name is Tony.,tony goldwyn full first name tony,REFUTES,210766,1,0,SUPPORTS,False,0.85079956,39,7,6-10,0.8-0.9
American Idiot has not had five successful singles.,american idiot five successful single,REFUTES,138032,1,0,SUPPORTS,False,0.8232454,51,8,6-10,0.8-0.9
"De Profundis also means ""from the heavens.""",de profundis also mean heaven,REFUTES,32201,1,0,SUPPORTS,False,0.7078518,43,7,6-10,0.7-0.8
Wyatt Earp's first wife was not Urilla Sutherland Earp.,wyatt earps first wife urilla sutherland earp,REFUTES,155446,1,0,SUPPORTS,False,0.96048546,55,9,6-10,0.9-1.0
Cochrane is a for-profit organization.,cochrane forprofit organization,REFUTES,186275,1,0,SUPPORTS,False,0.96864766,38,5,0-5,0.9-1.0
