original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Jennifer Grey attended college in America.,jennifer grey attended college america,NOT ENOUGH INFO,38781,2,2,NOT ENOUGH INFO,True,0.9971488,42,6,6-10,0.9-1.0
Rumi's influence transcends ethnic divisions.,rumis influence transcends ethnic division,SUPPORTS,10018,0,0,SUPPORTS,True,0.9908895,45,5,0-5,0.9-1.0
Kick-Ass is a film of the black comedy genre.,kickass film black comedy genre,SUPPORTS,213855,0,0,SUPPORTS,True,0.98015565,45,9,6-10,0.9-1.0
Weightlifting Fairy Kim Bok-joo is not from South Korea.,weightlifting fairy kim bokjoo south korea,REFUTES,24852,1,1,REFUTES,True,0.9978132,56,9,6-10,0.9-1.0
Macbeth is a Shakespearean comedy.,macbeth shakespearean comedy,REFUTES,140746,1,1,REFUTES,True,0.99908245,34,5,0-5,0.9-1.0
Marlon Brando was in a 1972 film.,marlon brando 1972 film,SUPPORTS,140201,0,0,SUPPORTS,True,0.9949185,33,7,6-10,0.9-1.0
Mary-Louise Parker received a Golden Globe and other awards.,marylouise parker received golden globe award,SUPPORTS,6418,0,0,SUPPORTS,True,0.99504197,60,9,6-10,0.9-1.0
New Horizons flew past the largest asteroid in the Solar System.,new horizon flew past largest asteroid solar system,REFUTES,100841,1,2,NOT ENOUGH INFO,False,0.7575828,64,11,11-15,0.7-0.8
Thandie Newton is a person.,thandie newton person,SUPPORTS,74087,0,0,SUPPORTS,True,0.9958379,27,5,0-5,0.9-1.0
Billy Bob Thornton has worked since at least 1996.,billy bob thornton worked since least 1996,SUPPORTS,52786,0,0,SUPPORTS,True,0.71499455,50,9,6-10,0.7-0.8
"Stratford, London is its own city outside of London.",stratford london city outside london,REFUTES,160719,1,1,REFUTES,True,0.9990694,52,9,6-10,0.9-1.0
The youngest of Cronus and Rhea's children is Zeus.,youngest cronus rhea child zeus,SUPPORTS,6739,0,0,SUPPORTS,True,0.9508764,51,9,6-10,0.9-1.0
The French Revolution was partly caused by the Russians.,french revolution partly caused russian,NOT ENOUGH INFO,64401,2,2,NOT ENOUGH INFO,True,0.9905557,56,9,6-10,0.9-1.0
Shahid Kapoor was in a film.,shahid kapoor film,SUPPORTS,129224,0,0,SUPPORTS,True,0.9943772,28,6,6-10,0.9-1.0
Water only occurs artificially.,water occurs artificially,REFUTES,28130,1,2,NOT ENOUGH INFO,False,0.98624367,31,4,0-5,0.9-1.0
Thomas Pynchon wrote things.,thomas pynchon wrote thing,SUPPORTS,128226,0,0,SUPPORTS,True,0.99281377,28,4,0-5,0.9-1.0
The Wolf of Wall Street (2013 film) had a lot of nominations.,wolf wall street 2013 film lot nomination,SUPPORTS,53128,0,0,SUPPORTS,True,0.8293789,61,12,11-15,0.8-0.9
Sage Stallone's middle name is Roger.,sage stallones middle name roger,REFUTES,105396,1,1,REFUTES,True,0.99429375,37,6,6-10,0.9-1.0
Darius Rucker founded a band as the University of South Carolina.,darius rucker founded band university south carolina,SUPPORTS,176925,0,0,SUPPORTS,True,0.980924,65,11,11-15,0.9-1.0
Yangon is located in a sovereign state of Southeast Europe.,yangon located sovereign state southeast europe,REFUTES,38494,1,0,SUPPORTS,False,0.9721466,59,10,6-10,0.9-1.0
Harry Potter is a navy captain.,harry potter navy captain,REFUTES,125473,1,1,REFUTES,True,0.99909425,31,6,6-10,0.9-1.0
Michael Caine was not in any science fiction films.,michael caine science fiction film,REFUTES,93080,1,1,REFUTES,True,0.98785174,51,9,6-10,0.9-1.0
Tim Rice collaborated with anyone except a musician.,tim rice collaborated anyone except musician,REFUTES,208856,1,1,REFUTES,True,0.9970848,52,8,6-10,0.9-1.0
Cristiano Ronaldo was unathletic.,cristiano ronaldo unathletic,REFUTES,104782,1,1,REFUTES,True,0.99925774,33,4,0-5,0.9-1.0
Ronald Reagan was a president.,ronald reagan president,SUPPORTS,102981,0,0,SUPPORTS,True,0.99404067,30,5,0-5,0.9-1.0
Usher is a music artist.,usher music artist,SUPPORTS,125551,0,0,SUPPORTS,True,0.9963192,24,5,0-5,0.9-1.0
Wyatt Earp was a law enforcement official.,wyatt earp law enforcement official,SUPPORTS,205614,0,0,SUPPORTS,True,0.9959025,42,7,6-10,0.9-1.0
"On November 22nd, 2013, The Hunger Games' (film) sequel was released.",november 22nd 2013 hunger game film sequel released,SUPPORTS,138584,0,0,SUPPORTS,True,0.9883133,69,11,11-15,0.9-1.0
Passengers grossed $303 million when it was released in 2010.,passenger grossed 303 million released 2010,REFUTES,105849,1,1,REFUTES,True,0.9958966,61,10,6-10,0.9-1.0
Avenged Sevenfold released seven youtube videos.,avenged sevenfold released seven youtube video,NOT ENOUGH INFO,29340,2,2,NOT ENOUGH INFO,True,0.81838024,48,6,6-10,0.8-0.9
A genre of music is rock music.,genre music rock music,SUPPORTS,168569,0,0,SUPPORTS,True,0.99538136,31,7,6-10,0.9-1.0
A lion is the biggest cat.,lion biggest cat,REFUTES,147541,1,2,NOT ENOUGH INFO,False,0.75466037,26,6,6-10,0.7-0.8
Tony Goldwyn's full first name is Tony.,tony goldwyn full first name tony,REFUTES,210766,1,0,SUPPORTS,False,0.85079956,39,7,6-10,0.8-0.9
Thomas Pynchon composed music.,thomas pynchon composed music,NOT ENOUGH INFO,161040,2,0,SUPPORTS,False,0.9939312,30,4,0-5,0.9-1.0
Logan Lerman portrayed d'Artagnan in The Three Musketeers (2011).,logan lerman portrayed dartagnan three musketeer 2011,SUPPORTS,170362,0,2,NOT ENOUGH INFO,False,0.96351886,65,9,6-10,0.9-1.0
A German-American actress starred in The Host.,germanamerican actress starred host,SUPPORTS,215305,0,0,SUPPORTS,True,0.99334985,46,7,6-10,0.9-1.0
Afghanistan is the source of only the Kushan Empire.,afghanistan source kushan empire,REFUTES,210012,1,1,REFUTES,True,0.9870608,52,9,6-10,0.9-1.0
Cambodia is a place.,cambodia place,SUPPORTS,223069,0,0,SUPPORTS,True,0.9952018,20,4,0-5,0.9-1.0
Miles Teller was born in 1857.,mile teller born 1857,REFUTES,65206,1,1,REFUTES,True,0.89170533,30,6,6-10,0.8-0.9
The Eagles broke up in 1980.,eagle broke 1980,SUPPORTS,131166,0,1,REFUTES,False,0.9964759,28,6,6-10,0.9-1.0
Walt Disney Pictures released The Lion King.,walt disney picture released lion king,SUPPORTS,51893,0,0,SUPPORTS,True,0.99241537,44,7,6-10,0.9-1.0
Laura Linney failed to have an acting career.,laura linney failed acting career,REFUTES,203976,1,1,REFUTES,True,0.9990821,45,8,6-10,0.9-1.0
The brown bear is the national or state animal in several European countries.,brown bear national state animal several european country,SUPPORTS,64050,0,2,NOT ENOUGH INFO,False,0.7012137,77,13,11-15,0.7-0.8
Canada was never the location of a French colony.,canada never location french colony,REFUTES,139179,1,1,REFUTES,True,0.9842258,49,9,6-10,0.9-1.0
How I Met Your Mother has multiple episodes.,met mother multiple episode,SUPPORTS,103686,0,0,SUPPORTS,True,0.988311,44,8,6-10,0.9-1.0
Donkey is a fast-talking donkey.,donkey fasttalking donkey,SUPPORTS,92637,0,0,SUPPORTS,True,0.8191801,32,5,0-5,0.8-0.9
Claire Danes is married to a film actor.,claire dane married film actor,SUPPORTS,116504,0,0,SUPPORTS,True,0.9781728,40,8,6-10,0.9-1.0
Alicia Keys has appeared in a 2007 American comedy-drama film.,alicia key appeared 2007 american comedydrama film,SUPPORTS,186613,0,2,NOT ENOUGH INFO,False,0.5504562,62,10,6-10,0.5-0.6
Elizabeth Taylor has been in an American film.,elizabeth taylor american film,SUPPORTS,77738,0,0,SUPPORTS,True,0.9915911,46,8,6-10,0.9-1.0
Bangladesh is in South America.,bangladesh south america,REFUTES,50933,1,1,REFUTES,True,0.99904376,31,5,0-5,0.9-1.0
The Dayton Agreement was formally signed in Paris in 1995.,dayton agreement formally signed paris 1995,SUPPORTS,217055,0,0,SUPPORTS,True,0.74246484,58,10,6-10,0.7-0.8
Keanu Reeves is a film actor.,keanu reef film actor,SUPPORTS,79801,0,0,SUPPORTS,True,0.99542844,29,6,6-10,0.9-1.0
A character on Breaking Bad is Saul Goodman.,character breaking bad saul goodman,SUPPORTS,178083,0,0,SUPPORTS,True,0.94107395,44,8,6-10,0.9-1.0
Cowboy was played during Super Bowl XXXVIII.,cowboy played super bowl xxxviii,SUPPORTS,184350,0,0,SUPPORTS,True,0.9664668,44,7,6-10,0.9-1.0
The Silence of the Lambs was a film.,silence lamb film,SUPPORTS,228272,0,0,SUPPORTS,True,0.9912799,36,8,6-10,0.9-1.0
Lewis Friedman wrote a documentary.,lewis friedman wrote documentary,SUPPORTS,41136,0,2,NOT ENOUGH INFO,False,0.7501561,35,5,0-5,0.7-0.8
The Italian language is spoken in the 1940s.,italian language spoken 1940s,NOT ENOUGH INFO,23462,2,2,NOT ENOUGH INFO,True,0.9981018,44,8,6-10,0.9-1.0
Ethan Hawke appeared in a trilogy.,ethan hawke appeared trilogy,SUPPORTS,63930,0,0,SUPPORTS,True,0.9229291,34,6,6-10,0.9-1.0
American Idiot has not had five successful singles.,american idiot five successful single,REFUTES,138032,1,0,SUPPORTS,False,0.8232454,51,8,6-10,0.8-0.9
Seinfeld used to be a television program.,seinfeld used television program,SUPPORTS,149405,0,0,SUPPORTS,True,0.99374807,41,7,6-10,0.9-1.0
Luxembourg is a steak with a salad.,luxembourg steak salad,REFUTES,81803,1,1,REFUTES,True,0.9989667,35,7,6-10,0.9-1.0
Adele has sold over 31 million albums worldwide since 2001.,adele sold 31 million album worldwide since 2001,NOT ENOUGH INFO,106056,2,0,SUPPORTS,False,0.7564576,59,10,6-10,0.7-0.8
Everton F.C. is in England.,everton fc england,SUPPORTS,36067,0,0,SUPPORTS,True,0.99566334,27,5,0-5,0.9-1.0
Saratoga includes actors.,saratoga includes actor,SUPPORTS,203326,0,0,SUPPORTS,True,0.9954804,25,3,0-5,0.9-1.0
Justice (DC Comics) was written by two writers.,justice dc comic written two writer,SUPPORTS,199248,0,0,SUPPORTS,True,0.9799318,47,8,6-10,0.9-1.0
Alicia Keys sold more than 35 million records.,alicia key sold 35 million record,SUPPORTS,42661,0,0,SUPPORTS,True,0.6839086,46,8,6-10,0.6-0.7
"Heather Watson won her first WTA championship, singles title in Japan.",heather watson first wta championship single title japan,SUPPORTS,46818,0,0,SUPPORTS,True,0.9838743,70,11,11-15,0.9-1.0
American Gods is an American film.,american god american film,REFUTES,113650,1,1,REFUTES,True,0.9989029,34,6,6-10,0.9-1.0
Game of Thrones (season 3) had 10 episodes.,game throne season 3 10 episode,SUPPORTS,2894,0,1,REFUTES,False,0.99814665,43,8,6-10,0.9-1.0
Beyoncé Knowles is a singer.,beyoncé knowles singer,SUPPORTS,165763,0,0,SUPPORTS,True,0.996335,28,5,0-5,0.9-1.0
"Denial (2016 film) was released in the United States on September 30th, 2015.",denial 2016 film released united state september 30th 2015,REFUTES,96339,1,1,REFUTES,True,0.9914076,77,13,11-15,0.9-1.0
Demi Moore was producing in 1997.,demi moore producing 1997,NOT ENOUGH INFO,103610,2,2,NOT ENOUGH INFO,True,0.9982535,33,6,6-10,0.9-1.0
"Financial crimes may involve the crime of taking or attempting to take anything of value by force, threat of force or by putting the victim in fear also called robbery.",financial crime may involve crime taking attempting take anything value force threat force putting victim fear also called robbery,SUPPORTS,71167,0,0,SUPPORTS,True,0.991895,168,30,26-30,0.9-1.0
Kurt Angle is an athlete.,kurt angle athlete,SUPPORTS,39794,0,0,SUPPORTS,True,0.99558747,25,5,0-5,0.9-1.0
The Hangover Part III includes actors.,hangover part iii includes actor,SUPPORTS,191941,0,0,SUPPORTS,True,0.9961414,38,6,6-10,0.9-1.0
Big Brother 18 (UK) is narrated by Marcus Bentley for two episodes.,big brother 18 uk narrated marcus bentley two episode,REFUTES,137209,1,1,REFUTES,True,0.98156756,67,12,11-15,0.9-1.0
Edge of Tomorrow was released in cinemas in Brazil.,edge tomorrow released cinema brazil,SUPPORTS,193246,0,1,REFUTES,False,0.45915943,51,9,6-10,0.4-0.5
Daniela Hantuchová won at least 500 times in her career.,daniela hantuchová least 500 time career,SUPPORTS,70845,0,0,SUPPORTS,True,0.9935375,56,10,6-10,0.9-1.0
"In 1994, The Lion King was released.",1994 lion king released,SUPPORTS,4174,0,0,SUPPORTS,True,0.99593073,36,7,6-10,0.9-1.0
Jaden Smith is an alien.,jaden smith alien,NOT ENOUGH INFO,4062,2,1,REFUTES,False,0.994785,24,5,0-5,0.9-1.0
In Her Shoes is a dating website.,shoe dating website,REFUTES,31947,1,1,REFUTES,True,0.9957391,33,7,6-10,0.9-1.0
Daniel Radcliffe only appears in original films.,daniel radcliffe appears original film,REFUTES,97669,1,1,REFUTES,True,0.99916995,48,7,6-10,0.9-1.0
Alex Rodriguez has had an occupation.,alex rodriguez occupation,SUPPORTS,61886,0,0,SUPPORTS,True,0.9960264,37,6,6-10,0.9-1.0
Boromir makes an appearance in volume 2 of The Lord of the Rings.,boromir make appearance volume 2 lord ring,SUPPORTS,113002,0,0,SUPPORTS,True,0.98317,65,13,11-15,0.9-1.0
Steven Knight writes and cooks.,steven knight writes cook,NOT ENOUGH INFO,190298,2,2,NOT ENOUGH INFO,True,0.9969265,31,5,0-5,0.9-1.0
Narendra Modi has been prosecuted.,narendra modi prosecuted,NOT ENOUGH INFO,15650,2,2,NOT ENOUGH INFO,True,0.9501646,34,5,0-5,0.9-1.0
Mike Myers had a small role as a police officer in a 2009 war film.,mike myers small role police officer 2009 war film,NOT ENOUGH INFO,48219,2,0,SUPPORTS,False,0.8961895,67,15,11-15,0.8-0.9
The Boston Celtics share an arena with an amateur ice hockey team.,boston celtic share arena amateur ice hockey team,REFUTES,114343,1,1,REFUTES,True,0.9979473,66,12,11-15,0.9-1.0
The World According to Paris starred Hilton's then-boyfriend as himself.,world according paris starred hiltons thenboyfriend,SUPPORTS,114426,0,0,SUPPORTS,True,0.62423795,72,10,6-10,0.6-0.7
"De Profundis also means ""from the heavens.""",de profundis also mean heaven,REFUTES,32201,1,0,SUPPORTS,False,0.7078518,43,7,6-10,0.7-0.8
Charlemagne's coronation was performed by a pope.,charlemagne coronation performed pope,SUPPORTS,44252,0,2,NOT ENOUGH INFO,False,0.99170387,49,7,6-10,0.9-1.0
Isis is from a pantheon.,isi pantheon,SUPPORTS,85420,0,0,SUPPORTS,True,0.98528594,24,5,0-5,0.9-1.0
19 Kids and Counting was cancelled in 2001.,19 kid counting cancelled 2001,REFUTES,63286,1,1,REFUTES,True,0.9962167,43,8,6-10,0.9-1.0
One Direction made Midnight Memories.,one direction made midnight memory,SUPPORTS,228499,0,0,SUPPORTS,True,0.94483757,37,5,0-5,0.9-1.0
Wyatt Earp's first wife was not Urilla Sutherland Earp.,wyatt earps first wife urilla sutherland earp,REFUTES,155446,1,0,SUPPORTS,False,0.96048546,55,9,6-10,0.9-1.0
Saddam Hussein died in 1937.,saddam hussein died 1937,REFUTES,66130,1,1,REFUTES,True,0.9974935,28,5,0-5,0.9-1.0
Molly Bernard is an American farmer only.,molly bernard american farmer,REFUTES,179937,1,1,REFUTES,True,0.8551618,41,7,6-10,0.8-0.9
Imagine Dragons first gained exposure in 2012 with the release of their debut album.,imagine dragon first gained exposure 2012 release debut album,SUPPORTS,75079,0,0,SUPPORTS,True,0.9878758,84,14,11-15,0.9-1.0
Zlatan Ibrahimović won a UEFA football award in 2007 and 2009.,zlatan ibrahimović uefa football award 2007 2009,SUPPORTS,59990,0,0,SUPPORTS,True,0.8998958,62,11,11-15,0.8-0.9
Matthew Modine played a bus driver in the film Birdy.,matthew modine played bus driver film birdy,NOT ENOUGH INFO,86982,2,0,SUPPORTS,False,0.9453069,53,10,6-10,0.9-1.0
Conan O'Brien is unable to be a television producer.,conan obrien unable television producer,REFUTES,109084,1,1,REFUTES,True,0.995182,52,9,6-10,0.9-1.0
Asteroid Day is an event.,asteroid day event,SUPPORTS,169770,0,0,SUPPORTS,True,0.68330693,25,5,0-5,0.6-0.7
California has a mountain range.,california mountain range,SUPPORTS,25528,0,0,SUPPORTS,True,0.9882123,32,5,0-5,0.9-1.0
Role-playing games' original form was table top RPG.,roleplaying game original form table top rpg,SUPPORTS,4283,0,0,SUPPORTS,True,0.9713482,52,8,6-10,0.9-1.0
Leonardo Bonucci has won several film honors.,leonardo bonucci several film honor,NOT ENOUGH INFO,53847,2,0,SUPPORTS,False,0.95795906,45,7,6-10,0.9-1.0
Little Mix is a girl group.,little mix girl group,SUPPORTS,74620,0,0,SUPPORTS,True,0.9948833,27,6,6-10,0.9-1.0
Usher (musician) composed at least nine studio albums.,usher musician composed least nine studio album,REFUTES,84544,1,1,REFUTES,True,0.9990233,54,8,6-10,0.9-1.0
Carole King only writes novels.,carole king writes novel,REFUTES,38129,1,1,REFUTES,True,0.9989791,31,5,0-5,0.9-1.0
Selena Gomez is not an actress.,selena gomez actress,REFUTES,118018,1,1,REFUTES,True,0.9990601,31,6,6-10,0.9-1.0
"""The Hooligans"" is the name of Bruno Mar's band.",hooligan name bruno mar band,SUPPORTS,42305,0,0,SUPPORTS,True,0.98194504,48,9,6-10,0.9-1.0
Lance Armstrong helped disband Team Radio Shack.,lance armstrong helped disband team radio shack,REFUTES,44265,1,2,NOT ENOUGH INFO,False,0.71470076,48,7,6-10,0.7-0.8
Jim Rash is a performer.,jim rash performer,SUPPORTS,124863,0,0,SUPPORTS,True,0.9957718,24,5,0-5,0.9-1.0
Moses Malone won his second marathon in 1982.,moses malone second marathon 1982,NOT ENOUGH INFO,115743,2,2,NOT ENOUGH INFO,True,0.9979831,45,8,6-10,0.9-1.0
Keanu Reeves played bass guitar for the band Weezer.,keanu reef played bass guitar band weezer,NOT ENOUGH INFO,44459,2,0,SUPPORTS,False,0.8745775,52,9,6-10,0.8-0.9
Avengers: Age of Ultron is based on American comic books published by Marvel Comics.,avenger age ultron based american comic book published marvel comic,SUPPORTS,35582,0,0,SUPPORTS,True,0.99496704,84,14,11-15,0.9-1.0
Telangana is a part of Asia.,telangana part asia,SUPPORTS,146478,0,0,SUPPORTS,True,0.9956743,28,6,6-10,0.9-1.0
Benedict Cumberbatch is an actor.,benedict cumberbatch actor,SUPPORTS,60492,0,0,SUPPORTS,True,0.99232376,33,5,0-5,0.9-1.0
Punisher is a beauty queen.,punisher beauty queen,NOT ENOUGH INFO,7502,2,2,NOT ENOUGH INFO,True,0.9981018,27,5,0-5,0.9-1.0
Shakira works as a songwriter.,shakira work songwriter,SUPPORTS,109452,0,0,SUPPORTS,True,0.99486613,30,5,0-5,0.9-1.0
Peter Davison has been in a BBC show.,peter davison bbc show,SUPPORTS,147532,0,2,NOT ENOUGH INFO,False,0.6930617,37,8,6-10,0.6-0.7
Jimmy Wales died in 1966.,jimmy wale died 1966,REFUTES,28709,1,1,REFUTES,True,0.99177635,25,5,0-5,0.9-1.0
Jeremy Allen White is an American television actor.,jeremy allen white american television actor,SUPPORTS,160084,0,0,SUPPORTS,True,0.9898587,51,8,6-10,0.9-1.0
The Avengers (2012 film) was directed by a film and play director.,avenger 2012 film directed film play director,NOT ENOUGH INFO,118716,2,0,SUPPORTS,False,0.9702552,66,12,11-15,0.9-1.0
The last episode of Inhumans released in 1999.,last episode inhumans released 1999,REFUTES,130084,1,1,REFUTES,True,0.9980579,46,8,6-10,0.9-1.0
Supernatural is an American Senator.,supernatural american senator,REFUTES,74976,1,1,REFUTES,True,0.9989015,36,5,0-5,0.9-1.0
Cate Blanchett is an Australian.,cate blanchett australian,SUPPORTS,220164,0,0,SUPPORTS,True,0.96736455,32,5,0-5,0.9-1.0
Legion is a TV series.,legion tv series,SUPPORTS,44872,0,0,SUPPORTS,True,0.97754806,22,5,0-5,0.9-1.0
Baahubali 2: The Conclusion is a 2017 Indian film.,baahubali 2 conclusion 2017 indian film,SUPPORTS,4897,0,0,SUPPORTS,True,0.9950948,50,9,6-10,0.9-1.0
Formula One grades their ideas.,formula one grade idea,NOT ENOUGH INFO,39347,2,2,NOT ENOUGH INFO,True,0.9975915,31,5,0-5,0.9-1.0
Steven Tyler is a pop icon.,steven tyler pop icon,NOT ENOUGH INFO,175554,2,2,NOT ENOUGH INFO,True,0.9840014,27,6,6-10,0.9-1.0
Hot was by an English songwriter.,hot english songwriter,SUPPORTS,216223,0,0,SUPPORTS,True,0.8711031,33,6,6-10,0.8-0.9
Miranda Kerr was yet to work with any Australian business.,miranda kerr yet work australian business,REFUTES,78177,1,1,REFUTES,True,0.9981331,58,10,6-10,0.9-1.0
Joe Hart played in England.,joe hart played england,SUPPORTS,7431,0,0,SUPPORTS,True,0.9954016,27,5,0-5,0.9-1.0
Matt Smith is a television actor.,matt smith television actor,SUPPORTS,160662,0,0,SUPPORTS,True,0.97903687,33,6,6-10,0.9-1.0
Baby Driver was written by Edgar Wright.,baby driver written edgar wright,SUPPORTS,207988,0,0,SUPPORTS,True,0.7894812,40,7,6-10,0.7-0.8
Donald Trump was born in a month.,donald trump born month,NOT ENOUGH INFO,175005,2,1,REFUTES,False,0.8192226,33,7,6-10,0.8-0.9
Allen Iverson was in the NFL.,allen iverson nfl,NOT ENOUGH INFO,43954,2,0,SUPPORTS,False,0.99415684,29,6,6-10,0.9-1.0
Tom Morello worked in rock music for both Rage Against the Machine and Audioslave.,tom morello worked rock music rage machine audioslave,SUPPORTS,19792,0,0,SUPPORTS,True,0.9894728,82,14,11-15,0.9-1.0
Tom Felton was in a 2015 film.,tom felton 2015 film,NOT ENOUGH INFO,119065,2,0,SUPPORTS,False,0.8815654,30,7,6-10,0.8-0.9
Rainn Wilson worked in a New York City theatre.,rainn wilson worked new york city theatre,SUPPORTS,114721,0,0,SUPPORTS,True,0.99483716,47,9,6-10,0.9-1.0
Sunrise created the light bulb.,sunrise created light bulb,NOT ENOUGH INFO,176503,2,2,NOT ENOUGH INFO,True,0.99783236,31,5,0-5,0.9-1.0
The hero of the Odyssey is Harry Potter.,hero odyssey harry potter,REFUTES,151921,1,1,REFUTES,True,0.99862754,40,8,6-10,0.9-1.0
John McCain works in politics.,john mccain work politics,SUPPORTS,52407,0,0,SUPPORTS,True,0.9947935,30,5,0-5,0.9-1.0
Patrick Wilson (American actor) starred in NCIS.,patrick wilson american actor starred ncis,NOT ENOUGH INFO,164692,2,2,NOT ENOUGH INFO,True,0.9973424,48,7,6-10,0.9-1.0
Saamy was remade in America.,saamy remade america,NOT ENOUGH INFO,165596,2,0,SUPPORTS,False,0.9057791,28,5,0-5,0.9-1.0
Dhoom 3 was barely directed by Vijay Krishna Acharya.,dhoom 3 barely directed vijay krishna acharya,SUPPORTS,135001,0,1,REFUTES,False,0.7781516,53,9,6-10,0.7-0.8
Thiokol became part of something else.,thiokol became part something else,SUPPORTS,188101,0,0,SUPPORTS,True,0.95713085,38,6,6-10,0.9-1.0
Kate Beckinsale declined to ever work with James Ivory.,kate beckinsale declined ever work james ivory,REFUTES,135310,1,1,REFUTES,True,0.9838082,55,9,6-10,0.9-1.0
John Williams has worked with Steven Spielberg.,john williams worked steven spielberg,SUPPORTS,13575,0,0,SUPPORTS,True,0.9741061,47,7,6-10,0.9-1.0
The Hateful Eight's soundtrack was composed by a Brazilian.,hateful eight soundtrack composed brazilian,REFUTES,156120,1,1,REFUTES,True,0.99835485,59,9,6-10,0.9-1.0
Jenni Rivera won the Lo Nuestro Award for Regional Mexican Female Janitor of the Year.,jenni rivera lo nuestro award regional mexican female janitor year,REFUTES,159738,1,1,REFUTES,True,0.5361309,86,15,11-15,0.5-0.6
Samoa Joe works alone only.,samoa joe work alone,REFUTES,114377,1,1,REFUTES,True,0.9990777,27,5,0-5,0.9-1.0
Boston has a low cost of living.,boston low cost living,REFUTES,79887,1,1,REFUTES,True,0.80512047,32,7,6-10,0.8-0.9
Michelle Williams was nominated for an award.,michelle williams nominated award,SUPPORTS,105967,0,0,SUPPORTS,True,0.99595106,45,7,6-10,0.9-1.0
Al Gore lost the boat George Bush.,al gore lost boat george bush,NOT ENOUGH INFO,90708,2,2,NOT ENOUGH INFO,True,0.9963677,34,7,6-10,0.9-1.0
Stephen Hawking has a rare early-onset form of amyotrophic lateral sclerosis that slowly paralyzed him.,stephen hawking rare earlyonset form amyotrophic lateral sclerosis slowly paralyzed,SUPPORTS,85022,0,2,NOT ENOUGH INFO,False,0.86808246,103,15,11-15,0.8-0.9
The Invention of Lying is a restaurant.,invention lying restaurant,REFUTES,160019,1,1,REFUTES,True,0.9988279,39,7,6-10,0.9-1.0
John F. Kennedy is a descendant of a notable family.,john f kennedy descendant notable family,SUPPORTS,117567,0,0,SUPPORTS,True,0.9943169,52,10,6-10,0.9-1.0
Karl Malone played for the Utah Jazz for 18 seasons.,karl malone played utah jazz 18 season,SUPPORTS,189526,0,0,SUPPORTS,True,0.8805165,52,10,6-10,0.8-0.9
Tardigrades have been found in tropical rain forests and the Antarctic.,tardigrade found tropical rain forest antarctic,SUPPORTS,217556,0,0,SUPPORTS,True,0.7448845,71,11,11-15,0.7-0.8
Brad Pitt appeared as a cowboy in Thelma & Louise.,brad pitt appeared cowboy thelma louise,SUPPORTS,36824,0,0,SUPPORTS,True,0.99292505,50,10,6-10,0.9-1.0
Chandni is exclusively spoken in German.,chandni exclusively spoken german,REFUTES,214380,1,1,REFUTES,True,0.9956132,40,6,6-10,0.9-1.0
Cochrane is a for-profit organization.,cochrane forprofit organization,REFUTES,186275,1,0,SUPPORTS,False,0.96864766,38,5,0-5,0.9-1.0
Tommy Chong is a poet and singer.,tommy chong poet singer,NOT ENOUGH INFO,103687,2,2,NOT ENOUGH INFO,True,0.9977064,33,7,6-10,0.9-1.0
All organisms are composed of cells.,organism composed cell,SUPPORTS,139140,0,0,SUPPORTS,True,0.99395657,36,6,6-10,0.9-1.0
Detroit is a place.,detroit place,SUPPORTS,73452,0,0,SUPPORTS,True,0.9959622,19,4,0-5,0.9-1.0
Land Rover makes cars.,land rover make car,SUPPORTS,89097,0,0,SUPPORTS,True,0.996214,22,4,0-5,0.9-1.0
The Danish Girl was directed by a vegan.,danish girl directed vegan,NOT ENOUGH INFO,218035,2,2,NOT ENOUGH INFO,True,0.9973616,40,8,6-10,0.9-1.0
Portal 2 was released for PlayStation 3 in 2011.,portal 2 released playstation 3 2011,SUPPORTS,81817,0,0,SUPPORTS,True,0.6537925,48,9,6-10,0.6-0.7
Naturi Naughton is a skater.,naturi naughton skater,NOT ENOUGH INFO,144652,2,2,NOT ENOUGH INFO,True,0.9976808,28,5,0-5,0.9-1.0
Black Panther is a character.,black panther character,SUPPORTS,6713,0,0,SUPPORTS,True,0.98016363,29,5,0-5,0.9-1.0
Bharat Arun was named on the 14th.,bharat arun named 14th,NOT ENOUGH INFO,149071,2,2,NOT ENOUGH INFO,True,0.96505886,34,7,6-10,0.9-1.0
Jim Carrey has worked with director Don Scardino.,jim carrey worked director scardino,SUPPORTS,84085,0,0,SUPPORTS,True,0.9928042,49,8,6-10,0.9-1.0
Ozzy Osbourne is still a member of Black Sabbath.,ozzy osbourne still member black sabbath,SUPPORTS,61112,0,0,SUPPORTS,True,0.6107075,49,9,6-10,0.6-0.7
Tanzania is in America.,tanzania america,REFUTES,24393,1,1,REFUTES,True,0.9989704,23,4,0-5,0.9-1.0
Jerome is recognized as a Saint of Murder.,jerome recognized saint murder,NOT ENOUGH INFO,71118,2,2,NOT ENOUGH INFO,True,0.63169444,42,8,6-10,0.6-0.7
The Muse stars Albert Brooks.,muse star albert brook,SUPPORTS,175759,0,0,SUPPORTS,True,0.57514954,29,5,0-5,0.5-0.6
The film industry contains Jessica Chastain.,film industry contains jessica chastain,SUPPORTS,149009,0,0,SUPPORTS,True,0.98589987,44,6,6-10,0.9-1.0
Elizabeth Taylor has been in an American film.,elizabeth taylor american film,SUPPORTS,77738,0,0,SUPPORTS,True,0.9915911,46,8,6-10,0.9-1.0
